epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,215.465,0.62221,0.4208,0.89636,0.90666,0.90157,0.92707,0.64882,0.93079,0.56718,0.94384,0.00101873,0.00101873,0.00101873
31,221.892,0.64451,0.42912,0.89619,0.91212,0.90028,0.93544,0.66644,0.8607,0.54492,0.9232,0.00100459,0.00100459,0.00100459
32,228.278,0.61236,0.41316,0.88745,0.92738,0.91394,0.95038,0.67028,0.89183,0.50951,0.92376,0.00099044,0.00099044,0.00099044
33,234.732,0.61594,0.40285,0.88269,0.93017,0.95821,0.96981,0.68386,0.8875,0.5019,0.93449,0.000976293,0.000976293,0.000976293
34,241.159,0.59043,0.40547,0.88891,0.88218,0.90037,0.92762,0.64014,0.93373,0.55349,0.94625,0.000962146,0.000962146,0.000962146
35,247.61,0.60023,0.40373,0.88712,0.91209,0.93118,0.94531,0.66577,0.90366,0.49539,0.93388,0.000947999,0.000947999,0.000947999
36,254.029,0.60115,0.40167,0.89553,0.9094,0.90221,0.94129,0.63512,0.92827,0.56008,0.9472,0.000933851,0.000933851,0.000933851
37,260.501,0.58705,0.38522,0.8748,0.92317,0.8691,0.93193,0.66132,0.87882,0.56846,0.92396,0.000919704,0.000919704,0.000919704
38,267.111,0.60384,0.38249,0.8886,0.94704,0.9126,0.95574,0.67287,0.89525,0.50246,0.92058,0.000905557,0.000905557,0.000905557
39,273.73,0.56356,0.38367,0.868,0.92304,0.91687,0.95189,0.67257,0.86796,0.50238,0.92169,0.00089141,0.00089141,0.00089141
40,280.304,0.57285,0.37713,0.87211,0.92538,0.92686,0.95611,0.65319,0.90095,0.50053,0.94206,0.000877263,0.000877263,0.000877263
41,286.798,0.59865,0.3866,0.87375,0.88661,0.94402,0.95789,0.68405,0.83697,0.50162,0.90906,0.000863116,0.000863116,0.000863116
42,293.249,0.58874,0.38962,0.87788,0.96336,0.94445,0.97026,0.68742,0.85241,0.47907,0.91662,0.000848969,0.000848969,0.000848969
43,299.718,0.55053,0.36428,0.86438,0.93223,0.92624,0.96086,0.68446,0.84574,0.48961,0.92026,0.000834822,0.000834822,0.000834822
44,306.189,0.54346,0.36978,0.85999,0.93859,0.91592,0.96332,0.68111,0.88786,0.46722,0.94275,0.000820675,0.000820675,0.000820675
45,312.577,0.54096,0.35775,0.86267,0.95596,0.94879,0.96689,0.68867,0.87165,0.46204,0.93184,0.000806528,0.000806528,0.000806528
46,319.133,0.53392,0.35569,0.86469,0.94811,0.9412,0.9735,0.69312,0.87253,0.46054,0.92754,0.00079238,0.00079238,0.00079238
47,325.657,0.56719,0.36932,0.87193,0.93496,0.93484,0.96375,0.68612,0.88177,0.47195,0.92473,0.000778233,0.000778233,0.000778233
48,332.086,0.52637,0.34977,0.84942,0.94235,0.90387,0.96284,0.6822,0.857,0.48049,0.92575,0.000764086,0.000764086,0.000764086
49,338.488,0.53796,0.35918,0.86169,0.94473,0.91849,0.96214,0.67482,0.87086,0.46743,0.93467,0.000749939,0.000749939,0.000749939
50,344.969,0.56067,0.36579,0.8622,0.91143,0.91289,0.94642,0.67896,0.85886,0.48219,0.92802,0.000735792,0.000735792,0.000735792
51,351.376,0.57101,0.35522,0.8733,0.9406,0.92482,0.95781,0.67277,0.86216,0.47962,0.94171,0.000721645,0.000721645,0.000721645
52,357.794,0.52972,0.35687,0.8639,0.95679,0.94261,0.9574,0.67316,0.88279,0.46834,0.93554,0.000707498,0.000707498,0.000707498
53,364.296,0.55236,0.35211,0.86763,0.92289,0.9408,0.96239,0.67048,0.89058,0.4772,0.94666,0.000693351,0.000693351,0.000693351
54,370.84,0.5208,0.33593,0.85842,0.91828,0.92074,0.95408,0.6883,0.85818,0.47561,0.92751,0.000679204,0.000679204,0.000679204
55,377.321,0.53731,0.35095,0.86768,0.9351,0.95599,0.97118,0.70457,0.84508,0.45442,0.93278,0.000665057,0.000665057,0.000665057
56,383.734,0.5234,0.3408,0.8638,0.97413,0.9185,0.97398,0.70031,0.85152,0.46627,0.93139,0.000650909,0.000650909,0.000650909
57,390.158,0.53245,0.3424,0.86236,0.95636,0.94694,0.96984,0.70483,0.85397,0.45019,0.93013,0.000636762,0.000636762,0.000636762
58,396.656,0.49903,0.33045,0.84608,0.92979,0.91598,0.95408,0.67408,0.87485,0.4843,0.93423,0.000622615,0.000622615,0.000622615
59,403.023,0.52362,0.34062,0.85547,0.92931,0.92311,0.96527,0.6937,0.84137,0.46611,0.92549,0.000608468,0.000608468,0.000608468
60,409.521,0.51459,0.32989,0.86027,0.91117,0.91878,0.95445,0.68457,0.85531,0.47411,0.93185,0.000594321,0.000594321,0.000594321
61,416.048,0.48586,0.31603,0.85159,0.91901,0.93645,0.95012,0.67608,0.86513,0.4533,0.9325,0.000580174,0.000580174,0.000580174
62,422.467,0.51657,0.32844,0.85914,0.93503,0.93771,0.96225,0.68527,0.86097,0.45966,0.9406,0.000566027,0.000566027,0.000566027
63,428.857,0.50995,0.31869,0.85777,0.9178,0.92072,0.9395,0.67649,0.87808,0.47195,0.95601,0.00055188,0.00055188,0.00055188
64,435.24,0.50598,0.32102,0.84911,0.89613,0.91124,0.93636,0.66584,0.86655,0.48542,0.93319,0.000537733,0.000537733,0.000537733
65,441.898,0.54419,0.33393,0.86199,0.91808,0.94648,0.95655,0.67452,0.86754,0.46793,0.93289,0.000523586,0.000523586,0.000523586
66,448.465,0.52494,0.32609,0.85862,0.91922,0.91039,0.95418,0.67284,0.8439,0.46642,0.93667,0.000509438,0.000509438,0.000509438
67,455.498,0.5053,0.31972,0.85778,0.90823,0.91726,0.94753,0.66492,0.88558,0.47476,0.94479,0.000495291,0.000495291,0.000495291
68,463.317,0.52313,0.33132,0.84998,0.90384,0.90843,0.92305,0.65214,0.87917,0.50066,0.94707,0.000481144,0.000481144,0.000481144
69,470.751,0.50488,0.31684,0.85757,0.90163,0.90114,0.90932,0.64141,0.90028,0.49722,0.95908,0.000466997,0.000466997,0.000466997
70,478.166,0.46729,0.30534,0.83971,0.89991,0.89674,0.91432,0.63214,0.9081,0.49852,0.96325,0.00045285,0.00045285,0.00045285
71,485.965,0.48191,0.30879,0.83959,0.93327,0.84916,0.90636,0.63392,0.90034,0.5024,0.94481,0.000438703,0.000438703,0.000438703
72,493.413,0.49153,0.30924,0.8596,0.91433,0.85531,0.93713,0.64946,0.8959,0.51096,0.95111,0.000424556,0.000424556,0.000424556
73,500.99,0.48111,0.3043,0.8498,0.90556,0.93348,0.94947,0.66416,0.88026,0.47153,0.94937,0.000410409,0.000410409,0.000410409
74,507.8,0.47976,0.30408,0.85008,0.88541,0.92049,0.92083,0.65121,0.90468,0.47543,0.95186,0.000396262,0.000396262,0.000396262
75,515.45,0.47849,0.30673,0.84363,0.90645,0.93059,0.94308,0.65206,0.88135,0.46903,0.94298,0.000382115,0.000382115,0.000382115
76,522.793,0.45562,0.29495,0.83975,0.89935,0.93238,0.94143,0.65259,0.88163,0.46507,0.9465,0.000367967,0.000367967,0.000367967
77,529.89,0.49458,0.30657,0.84746,0.91814,0.8864,0.91259,0.63686,0.88671,0.45659,0.94294,0.00035382,0.00035382,0.00035382
78,536.996,0.47939,0.29645,0.84468,0.91295,0.93312,0.94781,0.66024,0.85793,0.46092,0.92979,0.000339673,0.000339673,0.000339673
79,543.779,0.46164,0.29059,0.84374,0.92174,0.92343,0.94434,0.66547,0.87187,0.47023,0.95099,0.000325526,0.000325526,0.000325526
80,550.356,0.45839,0.28989,0.84386,0.91333,0.93719,0.95255,0.67459,0.85263,0.44846,0.9407,0.000311379,0.000311379,0.000311379
81,556.887,0.43428,0.28082,0.82609,0.90901,0.924,0.93644,0.67335,0.84989,0.46725,0.93134,0.000297232,0.000297232,0.000297232
82,563.71,0.47654,0.30276,0.84248,0.8977,0.94277,0.93497,0.67091,0.83814,0.46178,0.924,0.000283085,0.000283085,0.000283085
83,570.347,0.45332,0.28895,0.83797,0.90815,0.94312,0.94392,0.67111,0.84626,0.44191,0.93431,0.000268938,0.000268938,0.000268938
84,577.297,0.45794,0.28796,0.8369,0.87033,0.93761,0.93388,0.65001,0.87169,0.45516,0.94882,0.000254791,0.000254791,0.000254791
85,587.141,0.44708,0.28055,0.83645,0.914,0.90239,0.93536,0.65828,0.85633,0.4547,0.94258,0.000240644,0.000240644,0.000240644
86,600.336,0.43688,0.28407,0.82611,0.91212,0.95839,0.94456,0.67106,0.85148,0.42991,0.94065,0.000226497,0.000226497,0.000226497
87,614.149,0.4717,0.28561,0.84641,0.91226,0.92554,0.93109,0.67045,0.84478,0.4335,0.93553,0.000212349,0.000212349,0.000212349
88,627.276,0.44922,0.28586,0.83613,0.91392,0.91996,0.93857,0.66974,0.85886,0.43701,0.946,0.000198202,0.000198202,0.000198202
89,640.376,0.44539,0.28018,0.8367,0.9026,0.95675,0.94822,0.68659,0.83657,0.43051,0.93595,0.000184055,0.000184055,0.000184055
90,653.568,0.44836,0.28436,0.83857,0.89666,0.96994,0.95061,0.67134,0.85405,0.43351,0.94595,0.000169908,0.000169908,0.000169908
91,676.172,0.42535,0.2656,0.82975,0.91805,0.87013,0.93132,0.6605,0.86092,0.45865,0.94506,0.000155761,0.000155761,0.000155761
92,682.635,0.42035,0.26585,0.82328,0.88843,0.92772,0.92099,0.66156,0.84984,0.44969,0.93392,0.000141614,0.000141614,0.000141614
93,689.029,0.41737,0.25969,0.83075,0.8987,0.90847,0.91866,0.65114,0.85508,0.4614,0.94333,0.000127467,0.000127467,0.000127467
94,695.524,0.40801,0.25709,0.82526,0.90918,0.9288,0.93349,0.65045,0.87015,0.45622,0.95099,0.00011332,0.00011332,0.00011332
95,702.112,0.40127,0.25418,0.82138,0.90944,0.91876,0.92441,0.64609,0.8801,0.45356,0.95248,9.91726e-05,9.91726e-05,9.91726e-05
96,708.485,0.39424,0.25352,0.82036,0.9131,0.9113,0.92506,0.65412,0.85993,0.45347,0.94435,8.50255e-05,8.50255e-05,8.50255e-05
97,714.831,0.38836,0.24766,0.82056,0.92255,0.90504,0.92823,0.65364,0.86726,0.44892,0.94818,7.08784e-05,7.08784e-05,7.08784e-05
98,721.291,0.39771,0.25356,0.81789,0.91656,0.90721,0.92188,0.64692,0.87541,0.45319,0.94675,5.67313e-05,5.67313e-05,5.67313e-05
99,727.632,0.3887,0.24276,0.8194,0.915,0.9125,0.92499,0.64571,0.8678,0.45162,0.9455,4.25842e-05,4.25842e-05,4.25842e-05
100,734.006,0.39879,0.24913,0.82622,0.91585,0.90815,0.92555,0.64528,0.8673,0.45658,0.94741,2.84371e-05,2.84371e-05,2.84371e-05
